employee_id,first_name,last_name,gender,province,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-72191000,Bilal,van Duyvenvoorde,Male,Noord-Holland,Amsterdam,2022-07-23,Sales,Sales Consultant,Master,91061,Needs Improvement,No,1980-01-11,
00-99962943,Jinthe,van Spreuwel,Female,Noord-Holland,Haarlem,2024-10-16,Operations,Operations Analyst,Bachelor,59564,Satisfactory,Yes,2001-09-29,
00-95280411,Julia,Brumleve,Female,Gelderland,Nijmegen,2016-04-14,Marketing,Marketing Coordinator,Bachelor,58705,Satisfactory,No,1983-04-11,
00-57599142,Dex,Zevenboom,Female,Groningen,Groningen,2017-06-16,Customer Service,Support Specialist,Bachelor,67740,Excellent,No,1967-05-22,
00-21869810,Wesley,van der Smeede,Male,Noord-Holland,Amsterdam,2023-03-01,Customer Service,Help Desk Technician,Bachelor,78865,Good,Yes,1966-06-04,
00-57594954,Inaya,de Backer,Male,Utrecht,Amersfoort,2019-09-22,Operations,Logistics Coordinator,Bachelor,60419,Good,No,1997-11-21,
00-96211645,Britt,Jochems,Male,Zuid-Holland,Den Haag,2017-04-27,Sales,Sales Consultant,PhD,95518,Satisfactory,Yes,1987-06-29,
00-84250773,Floortje,Wendt,Male,Utrecht,Nieuwegein,2020-05-28,Finance,Financial Analyst,Master,68113,Good,No,1976-10-30,
00-60652004,Elisabeth,de la Fleche,Male,Noord-Holland,Amsterdam,2018-05-16,Operations,Inventory Specialist,High School,60569,Satisfactory,No,1985-12-03,
00-98399977,Pepijn,Smith,Female,Zuid-Holland,Den Haag,2022-02-23,Operations,Inventory Specialist,Bachelor,62031,Needs Improvement,No,2000-12-13,
00-49305644,Ise,van Vermandois,Female,Noord-Holland,Alkmaar,2021-09-03,Sales,Sales Representative,Bachelor,57146,Excellent,No,2004-06-05,
00-95852907,Sil,Wolfswinkel,Female,Noord-Holland,Haarlem,2017-12-16,Operations,Operations Manager,Bachelor,107492,Good,Yes,1966-02-16,
00-61503459,Dean,Recer,Female,Utrecht,Amersfoort,2020-11-18,Marketing,Content Creator,Bachelor,63135,Excellent,No,1979-05-06,
00-92114934,Noah,Wipstrik,Male,Noord-Holland,Amsterdam,2019-08-23,Operations,Logistics Coordinator,Bachelor,70730,Good,No,1961-03-22,
00-78679294,Tom,van der Meer,Male,Noord-Brabant,Tilburg,2018-11-10,Operations,Inventory Specialist,Bachelor,62367,Good,No,1990-10-18,
00-11558972,Jayson,Broek,Male,Zuid-Holland,Den Haag,2017-05-06,Finance,Accountant,Bachelor,87726,Good,No,1989-11-06,
00-61799347,Selena,Jerusalem,Male,Zuid-Holland,Rotterdam,2017-08-06,Operations,Inventory Specialist,High School,64314,Good,No,1982-04-08,
00-42636120,Britt,Klomp Jan,Male,Noord-Holland,Haarlem,2023-11-06,Operations,Logistics Coordinator,Bachelor,65574,Good,No,1974-10-20,
00-82829177,Elif,Jansdr,Male,Noord-Holland,Alkmaar,2020-12-22,Sales,Sales Consultant,Bachelor,87177,Good,Yes,1967-07-28,
00-87023573,Lotte,Matthews,Female,Noord-Holland,Haarlem,2024-10-28,Operations,Logistics Coordinator,Bachelor,53267,Needs Improvement,Yes,1998-03-28,
00-81755760,Senn,Everts,Male,Noord-Holland,Haarlem,2019-10-27,Marketing,Content Creator,Bachelor,65961,Excellent,Yes,2002-02-17,
00-40595207,Nynke,Heerkens,Male,Zuid-Holland,Den Haag,2021-12-27,Sales,Sales Representative,Bachelor,68803,Excellent,No,1983-07-31,
00-44699521,Catharina,Broeckx,Male,Noord-Holland,Amsterdam,2019-07-09,IT,System Administrator,Master,77413,Good,No,1993-08-07,
00-80760834,Elin,Adryaens,Female,Zuid-Holland,Den Haag,2019-04-03,Operations,Logistics Coordinator,Bachelor,58783,Good,No,1987-05-20,
00-67031050,Charlotte,Konings,Female,Noord-Holland,Amsterdam,2015-09-27,Operations,Inventory Specialist,High School,63034,Satisfactory,No,1986-05-25,
00-50251854,Janne,Versluijs,Male,Noord-Holland,Alkmaar,2016-06-27,Customer Service,Help Desk Technician,Bachelor,63312,Good,No,1983-07-08,
00-43324269,Naud,de Boer,Female,Noord-Holland,Amsterdam,2018-07-19,Sales,Sales Specialist,Bachelor,84942,Satisfactory,No,1988-06-28,
00-31910386,Senn,van den Nuwenhuysen,Female,Noord-Holland,Alkmaar,2024-08-27,IT,Software Developer,Bachelor,84556,Good,Yes,1989-05-04,
00-64677550,Sem,Momberg,Male,Noord-Holland,Amsterdam,2016-07-29,Sales,Sales Consultant,Bachelor,71540,Good,No,1973-06-10,
00-64711507,Lena,le Luc,Male,Zuid-Holland,Leiden,2023-09-08,Customer Service,Customer Service Representative,High School,63974,Good,No,1984-06-15,
00-43369932,Fabian,Nihoe,Female,Gelderland,Nijmegen,2015-08-22,IT,Software Developer,Bachelor,80786,Satisfactory,No,1993-02-07,
00-84664486,Twan,Ketting,Male,Zeeland,Vlissingen,2020-10-31,Customer Service,Customer Service Representative,Bachelor,64518,Good,No,1980-04-23,
00-12943511,Quinty,Ligtvoet,Male,Noord-Holland,Haarlem,2024-09-18,Sales,Sales Representative,Bachelor,82210,Satisfactory,Yes,1991-04-04,
00-50545587,Puk,van de Eerenbeemt,Male,Noord-Holland,Haarlem,2020-10-18,IT,System Administrator,Master,89309,Good,Yes,1996-11-19,
00-92715650,Aimée,Jeggij,Male,Noord-Brabant,Tilburg,2016-11-30,Sales,Sales Consultant,PhD,102731,Needs Improvement,Yes,1972-08-22,
00-14236689,Jennifer,Suijker,Male,Overijssel,Zwolle,2023-03-30,Marketing,SEO Specialist,High School,73090,Excellent,No,1986-06-30,
00-46721983,Siem,Stinis,Male,Groningen,Groningen,2015-10-28,Operations,Inventory Specialist,High School,64996,Satisfactory,No,1992-06-04,
00-63964216,Carlijn,Gerritse,Male,Noord-Brabant,Tilburg,2023-12-13,Operations,Logistics Coordinator,Bachelor,66966,Good,Yes,1977-04-27,
00-74993537,Jonathan,Bleijenberg,Female,Utrecht,Amersfoort,2023-01-06,Customer Service,Help Desk Technician,Bachelor,67612,Good,No,1977-09-29,
00-79227788,Melle,Hermans,Female,Noord-Holland,Amsterdam,2016-03-16,Operations,Inventory Specialist,Bachelor,59572,Excellent,No,1979-02-12,
00-82241369,Meike,Driessen,Female,Noord-Holland,Haarlem,2020-01-25,Sales,Sales Specialist,Master,78315,Needs Improvement,No,1980-10-06,
00-15614448,Tristan,Hendrikse,Female,Overijssel,Enschede,2020-06-02,IT,Software Developer,Bachelor,91943,Good,No,1999-07-14,
00-63781664,Raf,den Teuling,Male,Zuid-Holland,Leiden,2019-01-04,Operations,Operations Analyst,Master,76716,Good,Yes,1971-06-27,
00-23005444,Esila,Steenbakkers,Male,Zuid-Holland,Rotterdam,2017-05-05,Marketing,Content Creator,High School,60840,Satisfactory,Yes,1991-06-19,
00-65525803,Roan,Meis,Female,Noord-Holland,Alkmaar,2020-04-20,Operations,Operations Analyst,Bachelor,66768,Good,No,1995-05-21,
00-40396847,Faye,van Opper-Lotharingen,Female,Noord-Holland,Haarlem,2023-08-20,Marketing,Content Creator,Bachelor,53998,Excellent,No,1996-11-03,
00-62951530,Emily,Broeckx,Male,Zuid-Holland,Leiden,2021-09-05,Sales,Sales Representative,Bachelor,65339,Excellent,No,2000-03-05,
00-66664725,Zoey,Borman,Male,Zuid-Holland,Den Haag,2021-07-01,Finance,Financial Analyst,Master,89664,Good,No,1982-04-26,
00-43416963,Pieter,Boogaerts,Female,Utrecht,Amersfoort,2022-04-04,IT,Software Developer,Master,86913,Good,No,1995-01-27,
00-93019717,Wessel,de Hoog,Female,Zuid-Holland,Leiden,2020-10-01,HR,HR Coordinator,Bachelor,57021,Good,Yes,1978-02-05,
00-61158753,Liv,Ghoerle,Male,Noord-Holland,Haarlem,2020-06-03,Operations,Inventory Specialist,High School,55343,Satisfactory,Yes,1983-04-05,
00-22119306,Elizabeth,Wever,Female,Noord-Holland,Alkmaar,2018-12-12,IT,Software Developer,Bachelor,92562,Needs Improvement,No,1966-05-26,
00-52084729,Janne,van Susa,Female,Gelderland,Nijmegen,2023-12-29,Marketing,Content Creator,Bachelor,59586,Satisfactory,No,1967-02-15,
00-26658677,Ruben,Bresé,Male,Zuid-Holland,Rotterdam,2021-12-17,Operations,Inventory Specialist,Bachelor,64071,Good,Yes,1980-09-27,
00-34237228,Linde,Françoise,Female,Utrecht,Amersfoort,2016-06-22,IT,Software Developer,Bachelor,101063,Good,Yes,1978-08-14,
00-74123420,Catharina,Geerts,Male,Utrecht,Amersfoort,2024-01-31,Customer Service,Support Specialist,High School,62391,Excellent,No,1984-07-07,
00-61202708,Karlijn,Gemen,Male,Zuid-Holland,Rotterdam,2023-06-15,Operations,Logistics Coordinator,Bachelor,63077,Good,No,1999-10-17,
00-25218749,Lena,Vial,Female,Utrecht,Amersfoort,2016-03-29,Operations,Operations Analyst,Master,83656,Excellent,No,1990-05-13,
00-18303664,Vincent,Boudewijns,Female,Noord-Brabant,Eindhoven,2017-04-28,Operations,Inventory Specialist,Bachelor,63595,Good,Yes,1986-08-05,
00-84522968,Chloé,van Haspengouw Hesbaye,Female,Noord-Holland,Haarlem,2023-03-20,IT,Software Developer,Bachelor,85830,Excellent,No,1984-09-15,
00-52196444,Sjoerd,Genefaas,Female,Zuid-Holland,Den Haag,2017-01-04,Customer Service,Help Desk Technician,Bachelor,77709,Good,No,1982-07-27,
00-26879629,Hamza,Boer,Female,Noord-Holland,Alkmaar,2016-12-07,Customer Service,Support Specialist,Bachelor,58383,Excellent,Yes,1985-08-12,
00-53976954,Tim,Doornhem,Female,Zuid-Holland,Rotterdam,2018-07-02,Sales,Sales Consultant,Master,98831,Good,No,1995-10-08,
00-75163798,Victor,Scheffers,Male,Zuid-Holland,Den Haag,2015-09-11,Marketing,SEO Specialist,Bachelor,80442,Satisfactory,No,1987-02-24,
00-98055418,Samuel,van der Leek,Male,Utrecht,Amersfoort,2022-08-26,Sales,Sales Representative,Bachelor,63195,Good,Yes,2003-04-29,
00-28238410,Boaz,Recer,Male,Gelderland,Apeldoorn,2017-08-02,Sales,Sales Representative,Bachelor,73240,Excellent,No,1999-05-25,
00-34015248,Jet,van den Brink,Male,Utrecht,Nieuwegein,2015-06-28,Customer Service,Customer Service Representative,High School,55658,Satisfactory,No,2004-06-26,
00-46771858,Romy,van Hemert,Female,Noord-Holland,Amsterdam,2023-04-17,HR,Recruiter,Bachelor,57116,Good,No,2004-03-19,
00-84726038,Jayden,Briere,Female,Noord-Holland,Alkmaar,2021-04-16,Finance,Accountant,Bachelor,67141,Excellent,Yes,1968-03-03,
00-65091049,Niels,van Cuijck,Female,Zuid-Holland,Rotterdam,2016-02-10,Sales,Sales Manager,PhD,92727,Satisfactory,No,1965-10-24,
00-31720358,Jari,Ellis,Female,Zuid-Holland,Den Haag,2015-03-14,Sales,Sales Consultant,Master,78350,Good,No,1986-05-18,
00-66853378,Youssef,Potters,Male,Noord-Holland,Haarlem,2023-01-03,Operations,Logistics Coordinator,Bachelor,74092,Good,No,1981-04-08,
00-69471346,Liza,Labado,Male,Zuid-Holland,Rotterdam,2018-10-09,Operations,Operations Analyst,Bachelor,81449,Good,No,1974-08-16,
00-70481364,Bilal,Stichter,Male,Zeeland,Vlissingen,2023-03-08,Sales,Sales Manager,Master,114602,Needs Improvement,Yes,1986-02-16,
00-52806362,Olivier,van Venrooy,Male,Utrecht,Amersfoort,2024-03-24,Operations,Logistics Coordinator,Bachelor,68432,Good,No,1972-04-10,
00-77970791,Tim,Hellevoort,Male,Zuid-Holland,Den Haag,2023-02-06,Customer Service,Customer Service Manager,Bachelor,91236,Satisfactory,No,1999-12-01,
00-27563172,Imran,Huijzing,Female,Groningen,Groningen,2017-09-27,Sales,Sales Specialist,PhD,86285,Excellent,No,1971-05-09,
00-64282556,Tara,Bleijenberg,Female,Zuid-Holland,Den Haag,2023-06-09,Sales,Sales Representative,Bachelor,72453,Good,No,1983-07-31,
00-95031405,Rens,van Dijk,Male,Utrecht,Amersfoort,2017-01-08,IT,Software Developer,Bachelor,105918,Good,Yes,1982-04-30,
00-48814484,Ashley,Zijlmans,Male,Noord-Brabant,Breda,2016-08-19,Sales,Sales Representative,Bachelor,62217,Satisfactory,No,1991-10-20,
00-54829000,Fabian,van Berkel,Female,Zuid-Holland,Leiden,2021-06-22,Operations,Inventory Specialist,High School,57098,Good,No,1985-02-05,
00-17207367,Mathijs,van Egisheim,Male,Zuid-Holland,Rotterdam,2015-07-22,IT,IT Support Specialist,Bachelor,65707,Satisfactory,No,1973-08-22,
00-31510288,Sven,Dirksen,Male,Zuid-Holland,Leiden,2023-01-24,Operations,Inventory Specialist,High School,58570,Good,No,1968-03-06,
00-30422009,Luuk,Winnrich,Male,Noord-Holland,Haarlem,2017-06-22,HR,Recruiter,Bachelor,67765,Satisfactory,No,1985-06-07,
00-74205049,Amira,Peterse,Female,Noord-Holland,Amsterdam,2022-11-27,Customer Service,Help Desk Technician,Bachelor,69812,Good,No,1971-03-25,
00-63852997,Nova,Jacobs,Female,Zuid-Holland,Rotterdam,2017-02-14,Sales,Sales Consultant,Master,77055,Good,No,1996-02-22,
00-19037184,Jay,François,Male,Noord-Holland,Haarlem,2019-07-27,IT,System Administrator,Bachelor,104146,Needs Improvement,Yes,1971-01-15,
00-33740098,Isa,Maas,Female,Zuid-Holland,Rotterdam,2017-06-12,Customer Service,Customer Service Manager,PhD,95268,Good,No,1976-11-12,
00-59997347,Cato,de Boer,Female,Zuid-Holland,Rotterdam,2024-07-22,Operations,Inventory Specialist,Bachelor,63978,Good,Yes,1986-12-25,
00-43715633,Wout,Dircken,Male,Noord-Holland,Amsterdam,2020-12-20,Sales,Sales Specialist,PhD,60105,Good,No,1986-02-24,
00-62109351,Imke,Lelijveld,Male,Zuid-Holland,Leiden,2024-07-31,IT,Software Developer,Bachelor,87261,Needs Improvement,Yes,1965-12-22,
00-82054847,Floris,Briere,Male,Noord-Holland,Alkmaar,2015-03-26,Marketing,Content Creator,Bachelor,69356,Satisfactory,No,1987-11-14,
00-79292636,Jake,Steenbeek,Male,Utrecht,Utrecht,2024-02-18,Customer Service,Support Specialist,Bachelor,61473,Excellent,Yes,2001-09-08,
00-76375258,Jinthe,de Leeuw,Female,Zuid-Holland,Rotterdam,2024-01-05,IT,Software Developer,Master,102201,Good,Yes,1985-06-21,
00-20620936,Bryan,van de Velde,Male,Drenthe,Assen,2017-10-14,Operations,Operations Analyst,Bachelor,83497,Good,No,1994-08-27,
00-69604527,Finn,van den Pol,Male,Noord-Holland,Alkmaar,2024-08-31,Operations,Operations Analyst,Bachelor,76926,Satisfactory,No,1989-03-20,
00-46667896,Eliza,van der Hoeven,Male,Zuid-Holland,Leiden,2019-01-04,Operations,Inventory Specialist,Bachelor,65587,Satisfactory,No,1984-03-20,
00-45315666,Nynke,Jacobi,Female,Utrecht,Amersfoort,2023-04-27,Customer Service,Customer Service Representative,Bachelor,61719,Satisfactory,No,1983-06-08,
00-67040947,Lex,van Poppel,Female,Zuid-Holland,Den Haag,2016-10-19,IT,IT Support Specialist,Bachelor,57990,Good,No,1974-06-19,
00-32095445,Jonas,van Oirschot,Male,Noord-Holland,Amsterdam,2016-06-23,Marketing,Marketing Manager,Master,88780,Good,No,1960-02-03,
00-40710031,Justin,Glasses,Female,Utrecht,Utrecht,2022-03-04,IT,Software Developer,Master,85947,Good,No,1984-01-18,
00-40598413,Chloë,van der Ploeg,Female,Utrecht,Nieuwegein,2019-11-09,IT,Software Developer,Bachelor,103174,Excellent,Yes,1975-08-07,
00-61790520,Cornelis,Jones,Female,Noord-Holland,Amsterdam,2023-08-31,Sales,Sales Representative,Bachelor,63415,Good,Yes,1980-01-21,
00-71901789,Nikki,van de Velde,Male,Zuid-Holland,Den Haag,2020-02-23,Operations,Logistics Coordinator,Bachelor,69099,Excellent,No,1994-01-28,
00-59458666,Lindsey,Doesburg,Male,Noord-Holland,Haarlem,2024-06-23,Sales,Sales Specialist,Bachelor,70536,Satisfactory,Yes,1978-03-26,
00-51575679,Daan,Konings,Male,Zuid-Holland,Den Haag,2016-03-31,Sales,Sales Consultant,Bachelor,92583,Good,No,1971-02-26,
00-41213772,Lieve,van Arnsberg,Female,Utrecht,Amersfoort,2020-11-02,Operations,Operations Analyst,Master,71449,Needs Improvement,Yes,1991-10-27,
00-46017965,Ravi,Nieuwstraten,Female,Zuid-Holland,Rotterdam,2015-10-29,IT,System Administrator,Bachelor,73000,Satisfactory,No,1980-01-05,
00-44153671,Sil,Cosman,Male,Zuid-Holland,Leiden,2018-10-01,IT,Software Developer,Master,96718,Good,No,1997-12-05,
00-97537746,Berend,Vaessen,Female,Noord-Holland,Haarlem,2019-10-12,Sales,Sales Manager,Master,121200,Good,No,1992-03-07,
00-36415300,Bart,Lorreijn,Male,Noord-Holland,Amsterdam,2023-09-02,Customer Service,Customer Service Representative,High School,59025,Satisfactory,No,1973-11-09,
00-28782925,Sofie,de Bont,Female,Noord-Holland,Alkmaar,2024-05-22,IT,Software Developer,Bachelor,83962,Satisfactory,No,1997-01-22,
00-70055642,Evelien,Niermann,Male,Utrecht,Amersfoort,2017-09-30,Customer Service,Help Desk Technician,High School,78256,Satisfactory,Yes,1978-04-11,
00-75934922,Hamza,van Oudewater,Female,Zuid-Holland,Rotterdam,2022-08-12,Operations,Logistics Coordinator,Bachelor,64809,Good,Yes,1992-10-30,
00-21390627,Lot,van de Veen,Male,Utrecht,Amersfoort,2019-11-20,Sales,Sales Representative,Bachelor,61453,Good,No,1986-05-16,
00-37686424,Guusje,Kleijse,Male,Friesland,Leeuwarden,2017-03-29,Operations,Logistics Coordinator,Bachelor,68636,Excellent,No,1967-01-13,
00-96102774,Annemijn,Simons,Female,Noord-Holland,Haarlem,2022-06-30,Sales,Sales Consultant,PhD,94662,Needs Improvement,No,1969-09-10,
00-32779572,Damian,van Dooren,Male,Utrecht,Utrecht,2015-08-07,Customer Service,Help Desk Technician,Bachelor,90613,Good,Yes,1998-03-31,
00-60936563,Stefan,Dijkstra,Female,Gelderland,Arnhem,2022-07-24,Marketing,Content Creator,Bachelor,54995,Excellent,Yes,1993-02-12,
00-57463440,Johanna,Jochems,Male,Zuid-Holland,Leiden,2022-10-09,HR,HR Coordinator,Master,53565,Good,No,1998-04-02,
00-18157513,Berat,Zuijdveld,Male,Zuid-Holland,Den Haag,2023-04-11,Operations,Logistics Coordinator,Bachelor,62368,Good,No,1995-09-24,
00-61945598,Mats,van Lucel,Male,Noord-Holland,Haarlem,2024-08-25,Customer Service,Support Specialist,Bachelor,71687,Good,Yes,1970-05-31,
00-54151097,Sarah,Vrancken,Male,Utrecht,Nieuwegein,2022-04-21,Customer Service,Support Specialist,High School,62433,Good,No,1970-11-19,
00-61890318,Bibi,Verboom,Male,Noord-Brabant,Tilburg,2021-12-01,Customer Service,Help Desk Technician,Bachelor,71160,Good,Yes,1975-04-21,
00-83191432,Naomi,van Mook,Male,Zuid-Holland,Den Haag,2020-07-05,Customer Service,Support Specialist,High School,59062,Good,Yes,2000-01-31,
00-93769170,Sami,Jacobs,Male,Noord-Holland,Alkmaar,2023-06-20,Customer Service,Customer Service Representative,Bachelor,67920,Satisfactory,No,2003-02-06,
00-40805436,Dion,van Stralen,Male,Noord-Brabant,Tilburg,2023-12-21,Sales,Sales Consultant,Master,78017,Satisfactory,No,1999-04-04,
00-95143591,Bente,van den Brink,Male,Utrecht,Nieuwegein,2022-08-13,Sales,Sales Representative,Bachelor,63204,Good,No,1987-09-27,
00-63195723,Casper,Rackham,Female,Friesland,Drachten,2019-08-18,Marketing,Content Creator,Bachelor,54197,Satisfactory,Yes,1994-12-12,
00-79013223,Sophie,Saxo,Female,Zuid-Holland,Den Haag,2023-11-15,Marketing,Marketing Coordinator,Bachelor,56400,Good,No,2003-07-26,
00-33119000,Emma,van de Wiel,Male,Zuid-Holland,Den Haag,2017-03-24,Marketing,Content Creator,Bachelor,59731,Good,Yes,1998-11-27,
00-58246503,Silke,Vegt,Female,Zuid-Holland,Den Haag,2017-11-27,Operations,Inventory Specialist,Bachelor,62848,Satisfactory,No,1985-11-27,
00-81368528,Dewi,Lommert,Female,Noord-Brabant,Eindhoven,2017-05-07,Sales,Sales Representative,Bachelor,54228,Excellent,Yes,1983-01-01,
00-18852650,Mika,Lonen,Female,Noord-Holland,Amsterdam,2019-10-28,Operations,Logistics Coordinator,Bachelor,60164,Satisfactory,No,1985-08-21,
00-70443135,Anne,van Alenburg,Male,Zuid-Holland,Den Haag,2022-04-12,Customer Service,Help Desk Technician,High School,85639,Good,No,1977-11-14,
00-12089715,Esmee,van Bruchem,Female,Noord-Holland,Alkmaar,2021-09-01,Sales,Sales Manager,PhD,116952,Satisfactory,Yes,1980-07-31,
00-99861199,Jonas,Jansdr,Male,Zuid-Holland,Rotterdam,2018-10-20,Finance,Accounts Payable Specialist,Bachelor,67740,Satisfactory,Yes,1971-07-21,
00-26553454,Jayda,Speijer,Female,Overijssel,Zwolle,2017-03-11,Marketing,Content Creator,High School,57281,Good,No,1991-08-22,
00-78785556,Jasmijn,Wolzak,Female,Noord-Holland,Haarlem,2022-09-17,Operations,Logistics Coordinator,Bachelor,61520,Excellent,No,1990-03-25,
00-61807582,Chloë,Vallenduuk,Female,Noord-Holland,Haarlem,2023-03-16,IT,Software Developer,Bachelor,87971,Good,No,1983-02-20,
00-67121045,Valentijn,van den Henst,Male,Utrecht,Utrecht,2024-03-04,Marketing,Marketing Manager,Master,95366,Good,No,1998-03-06,
00-30804224,Karlijn,Smit,Male,Noord-Holland,Haarlem,2023-08-21,Sales,Sales Representative,Bachelor,71098,Good,No,1989-08-12,
00-18176660,Jules,Vial,Female,Zuid-Holland,Rotterdam,2018-03-08,Operations,Inventory Specialist,High School,52839,Satisfactory,No,1999-07-15,
00-87681888,Hailey,van Waas,Male,Noord-Holland,Haarlem,2022-05-17,IT,IT Support Specialist,Bachelor,76972,Satisfactory,No,1962-07-15,
00-46807983,Sebastiaan,van Rossum,Female,Noord-Holland,Amsterdam,2023-09-19,Finance,Accountant,Bachelor,70622,Satisfactory,No,1997-07-12,
00-44063535,Sophia,van Laar,Female,Noord-Holland,Alkmaar,2018-07-15,Finance,Accounts Payable Specialist,Bachelor,67787,Good,No,1966-06-19,
00-22018085,Jacob,Reijers,Male,Utrecht,Nieuwegein,2023-08-09,Customer Service,Customer Service Representative,High School,56917,Good,Yes,2002-09-23,
00-61182388,Luca,Hoelen,Male,Noord-Brabant,Eindhoven,2022-12-18,Customer Service,Customer Service Representative,High School,63551,Good,Yes,1978-11-14,
00-27743740,Mare,van der Wal,Female,Zuid-Holland,Den Haag,2023-12-25,Customer Service,Support Specialist,High School,58576,Good,Yes,1987-08-12,
00-40384767,Abel,Dircken,Female,Noord-Brabant,Breda,2020-03-09,Operations,Logistics Coordinator,Bachelor,58759,Excellent,No,1996-02-16,
00-41603688,Sophie,Reijers,Male,Noord-Holland,Alkmaar,2017-12-04,Sales,Sales Consultant,PhD,86666,Good,Yes,1980-02-20,
00-25130312,Twan,van der Wal,Male,Zuid-Holland,Leiden,2024-08-01,Customer Service,Help Desk Technician,High School,58398,Good,No,1996-06-05,
00-77104727,Mason,van de Ven,Male,Zuid-Holland,Leiden,2015-07-26,Operations,Inventory Specialist,Bachelor,63328,Good,Yes,1980-01-15,
00-38197836,Jorn,Rouwenhorst,Female,Limburg,Maastricht,2024-01-19,Operations,Inventory Specialist,High School,62369,Good,Yes,1971-03-14,
00-79079708,Thijmen,van Stralen,Male,Zuid-Holland,Den Haag,2024-08-05,Finance,Accounts Payable Specialist,Bachelor,64983,Good,Yes,1976-09-02,
00-84765427,Willem,van Emmelen,Female,Groningen,Groningen,2024-05-21,Operations,Inventory Specialist,High School,61273,Good,No,1985-03-29,
00-26257335,Giel,Janse,Female,Zeeland,Goes,2015-03-07,IT,Software Developer,Master,106954,Good,No,1978-07-17,
00-34845617,Ravi,Claesdr,Female,Noord-Holland,Alkmaar,2017-01-15,Operations,Logistics Coordinator,Bachelor,64542,Excellent,No,1982-03-24,
00-18459845,Collin,Schiffer,Male,Zuid-Holland,Den Haag,2022-02-09,Finance,Financial Analyst,Master,83050,Satisfactory,Yes,1985-12-04,
00-68246537,Bibi,Salet,Female,Zuid-Holland,Rotterdam,2018-02-16,Customer Service,Customer Service Manager,PhD,88210,Needs Improvement,No,1984-01-18,
00-78172295,Dylan,van Breukeleveen,Male,Utrecht,Utrecht,2023-03-16,Sales,Sales Representative,Bachelor,74954,Good,Yes,1976-02-20,
00-84908042,Puck,Cosman,Male,Zuid-Holland,Rotterdam,2024-01-04,Operations,Inventory Specialist,High School,61401,Good,No,1985-07-29,
00-61839427,Nout,Scherms,Male,Noord-Holland,Amsterdam,2016-04-13,Operations,Inventory Specialist,High School,63749,Excellent,No,1981-08-04,
00-49657541,Levi,Oosterhek,Male,Utrecht,Utrecht,2017-03-22,Finance,Financial Analyst,Master,81977,Excellent,No,1972-11-07,
00-22474259,Eva,Rubben,Female,Noord-Holland,Amsterdam,2017-12-04,Operations,Inventory Specialist,High School,65231,Excellent,Yes,1985-05-30,
00-84226768,Quinn,Oversteeg,Female,Noord-Holland,Haarlem,2017-02-25,Operations,Logistics Coordinator,Bachelor,57718,Excellent,No,1989-08-11,
00-42744914,Chloë,Uit de Willigen,Female,Noord-Holland,Alkmaar,2021-10-05,Sales,Sales Representative,Bachelor,55549,Good,No,1990-04-22,
00-78495970,Jens,de Heer,Female,Noord-Holland,Alkmaar,2022-03-15,IT,Software Developer,Bachelor,83823,Good,No,1981-08-13,
00-66524475,Fatima,Bellemans,Male,Utrecht,Nieuwegein,2023-12-14,Sales,Sales Specialist,Bachelor,69223,Good,Yes,1989-11-02,
00-28555963,Dion,Sanders,Female,Gelderland,Apeldoorn,2017-10-22,Customer Service,Help Desk Technician,High School,64293,Satisfactory,No,1994-10-25,
00-89014190,Giovanni,Gepa van Bourgondië,Male,Noord-Holland,Alkmaar,2018-03-31,Sales,Sales Representative,Bachelor,83009,Good,No,1982-09-16,
00-23107454,Sil,Mulder,Female,Noord-Holland,Amsterdam,2015-03-30,Operations,Inventory Specialist,Bachelor,58115,Excellent,No,1959-11-23,
00-12268507,Evie,Korsman,Female,Overijssel,Zwolle,2019-11-21,Finance,Accountant,Bachelor,75351,Needs Improvement,No,1996-09-06,
00-10470877,Sarah,Muijs,Female,Zuid-Holland,Rotterdam,2018-04-12,Sales,Sales Specialist,PhD,77721,Good,No,1981-08-20,
00-88963818,Abel,Pastoors,Male,Zuid-Holland,Den Haag,2018-09-02,Customer Service,Help Desk Technician,High School,63114,Excellent,No,1971-09-06,
00-12623306,Thomas,de Jonge,Male,Noord-Holland,Haarlem,2023-06-12,Operations,Logistics Coordinator,Bachelor,66789,Good,No,1988-12-02,
00-68096255,Kyano,Godfrey van Alemannië,Male,Noord-Holland,Haarlem,2024-11-05,Operations,Inventory Specialist,High School,62737,Good,Yes,1961-05-14,
00-66650860,Simon,van Gent,Male,Noord-Holland,Alkmaar,2017-06-11,Sales,Sales Consultant,PhD,84308,Satisfactory,No,1984-09-26,
00-96879784,Lana,de Jager,Female,Zuid-Holland,Den Haag,2019-11-06,Marketing,Marketing Coordinator,Bachelor,72202,Needs Improvement,Yes,1998-05-21,
00-21615436,Lieke,de Gruijter,Female,Overijssel,Zwolle,2022-01-09,Operations,Operations Analyst,Master,75029,Good,No,1991-03-18,
00-40171534,Lisa,Scardino,Female,Noord-Holland,Amsterdam,2024-03-15,Operations,Operations Analyst,Master,65623,Good,No,2004-09-27,
00-69998135,Ise,van Tuijl,Female,Gelderland,Arnhem,2020-06-08,Finance,Financial Analyst,Master,86680,Good,Yes,1989-08-20,
